Area,Genre,Name,Platform,Publisher,SumofRank,SumOfSales,Year
Other_Sales,Misc,Hail to the Chimp,PS3,Gamecock,13147,0,2008
Other_Sales,Misc,Hail to the Chimp,X360,Gamecock,12821,0,2008
Other_Sales,Misc,Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,Namco Bandai Games,13803,0,2007
Other_Sales,Misc,Haneru no Tobira Wii: Girigirissu,Wii,Namco Bandai Games,15639,0,2007
Other_Sales,Misc,Hannah Montana: Rock Out the Show,PSP,Disney Interactive Studios,8517,0.02,2009
Other_Sales,Misc,Happy Dance Collection,Wii,Namco Bandai Games,16313,0,2008
Other_Sales,Misc,Hard Rock Casino,PSP,Oxygen Interactive,9221,0.01,2007
Other_Sales,Misc,Hasbro Family Game Night 2,Wii,Electronic Arts,1409,0.13,2009
Other_Sales,Misc,Hatsune Miku: Project Diva,PSP,Sega,6520,0,2009
Other_Sales,Misc,Hello Kitty Daily,DS,Nobilis,5332,0.03,2008
Other_Sales,Misc,Hello Kitty Party,DS,Rising Star Games,1334,0.13,2007
Other_Sales,Misc,High School Musical 2: Work This Out!,DS,Disney Interactive Studios,1775,0.13,2008
Other_Sales,Misc,High School Musical 3: Senior Year,DS,Disney Interactive Studios,1177,0.17,2008
Other_Sales,Misc,High School Musical 3: Senior Year DANCE!,PS2,Disney Interactive Studios,5357,0.04,2008
Other_Sales,Misc,High School Musical 3: Senior Year DANCE!,Wii,Disney Interactive Studios,1512,0.13,2008
Other_Sales,Misc,High School Musical 3: Senior Year DANCE!,X360,Disney Interactive Studios,7681,0.01,2008
Other_Sales,Misc,High School Musical: Sing It!,PS2,Disney Interactive Studios,920,1.33,2007
Other_Sales,Misc,High School Musical: Sing It!,Wii,Disney Interactive Studios,982,0.16,2007
Other_Sales,Misc,Higurashi no Naku Koro ni: Jan,PSP,AQ Interactive,15514,0,2009
Other_Sales,Misc,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,D3Publisher,14987,0,2008
Other_Sales,Misc,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,D3Publisher,11415,0,2008
Other_Sales,Misc,Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,D3Publisher,14900,0,2008
Other_Sales,Misc,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,D3Publisher,14608,0,2009
Other_Sales,Misc,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni",PS2,D3Publisher,12747,0,2007
Other_Sales,Misc,"Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi",PS2,D3Publisher,9703,0,2008
Other_Sales,Misc,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,D3Publisher,13984,0,2008
Other_Sales,Misc,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,D3Publisher,12306,0,2009
Other_Sales,Misc,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock,PS2,D3Publisher,15701,0,2007
Other_Sales,Misc,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol.10: CR Shinseiki Evangelion: Kiseki no Kachi,PS2,D3Publisher,9981,0,2007
Other_Sales,Misc,Holly Hobbie & Friends,DS,Majesco Entertainment,13878,0,2007
Other_Sales,Misc,Houkago Shounen,DS,Konami Digital Entertainment,13195,0,2008
Other_Sales,Misc,I Love Beauty: Hollywood Makeover,DS,City Interactive,12531,0,2009
Other_Sales,Misc,Idol Janshi Suchie-Pai IV,PS2,Jaleco,16350,0,2007
Other_Sales,Misc,I'm A Celebrity: Get Me Out of Here!,DS,Mindscape,13874,0,2009
Other_Sales,Misc,I'm A Celebrity: Get Me Out of Here!,Wii,Mindscape,8404,0.01,2009
Other_Sales,Misc,Imagine: Artist,DS,Ubisoft,13063,0,2009
Other_Sales,Misc,Interactive Storybook DS Series 1,DS,Tommo,12225,0,2007
Other_Sales,Misc,Interactive Storybook DS Series 3,DS,Tommo,15131,0,2007
Other_Sales,Misc,Itadaki Street DS,DS,Square Enix,4708,0,2007
Other_Sales,Misc,Jacqueline Wilson's Tracy Beaker: The Game,DS,P2 Games,12596,0,2009
Other_Sales,Misc,Jam Sessions 2,DS,Ubisoft,12253,0,2009
Other_Sales,Misc,Jam Sessions: Sing and Play Guitar (jp sales),DS,Ubisoft,16324,0,2007
Other_Sales,Misc,Jam Sessions: Sing and Play Guitar (US sales),DS,Ubisoft,4976,0,2007
Other_Sales,Misc,Jam With the Band,DS,Nintendo,3897,0,2008
Other_Sales,Misc,Jenga World Tour,DS,Atari,10954,0.01,2007
Other_Sales,Misc,Jenga World Tour,Wii,Atari,13053,0,2007
Other_Sales,Misc,Jinsei Game Q DS: Shouwa no Dekigoto,DS,Takara Tomy,16254,0,2007
Other_Sales,Misc,Jinsei Game Wii,Wii,Takara Tomy,15281,0,2007
Other_Sales,Misc,Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,Sega,15168,0,2007
Other_Sales,Misc,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,Sega,14893,0,2007
Other_Sales,Misc,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,Sega,15204,0,2007
Other_Sales,Misc,Juggler DS,DS,Commseed,16460,0,2008
Other_Sales,Misc,Jump Start Pet Rescue,Wii,Knowledge Adventure,4456,0.03,2009
Other_Sales,Misc,Junior Brain Trainer,DS,GSP,1943,0.1,2008
Other_Sales,Misc,Junior Classic Games,DS,Avanquest,4965,0.03,2009
Other_Sales,Misc,Just Dance,Wii,Ubisoft,103,0.73,2009
Other_Sales,Misc,Just In Time Translations,DS,THQ,10118,0.01,2009
Other_Sales,Misc,Just Sing!,DS,DTP Entertainment,8647,0.01,2009
Other_Sales,Misc,Karaoke Joysound Wii,Wii,Hudson Soft,6551,0,2008
Other_Sales,Misc,Karaoke Joysound Wii DX,Wii,Hudson Soft,11191,0,2009
Other_Sales,Misc,Karaoke Revolution,PS3,Konami Digital Entertainment,10389,0.01,2009
Other_Sales,Misc,Karaoke Revolution,Wii,Konami Digital Entertainment,4408,0.04,2009
Other_Sales,Misc,Karaoke Revolution,X360,Konami Digital Entertainment,9710,0.01,2009
Other_Sales,Misc,Karaoke Revolution Presents American Idol Encore,PS2,Konami Digital Entertainment,4968,0.05,2008
Other_Sales,Misc,Karaoke Revolution Presents American Idol Encore,PS3,Konami Digital Entertainment,11114,0.01,2008
Other_Sales,Misc,Karaoke Revolution Presents American Idol Encore,Wii,Konami Digital Entertainment,4336,0.03,2008
Other_Sales,Misc,Karaoke Revolution Presents American Idol Encore,X360,Konami Digital Entertainment,10199,0.01,2008
Other_Sales,Misc,Karaoke Revolution Presents American Idol Encore 2,PS3,Konami Digital Entertainment,10013,0.01,2008
Other_Sales,Misc,Karaoke Revolution Presents American Idol Encore 2,Wii,Konami Digital Entertainment,5565,0.02,2008
Other_Sales,Misc,Karaoke Revolution Presents American Idol Encore 2,X360,Konami Digital Entertainment,11103,0.01,2008
Other_Sales,Misc,Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,Takara Tomy,13241,0,2008
Other_Sales,Misc,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,DS,Benesse,16137,0,2008
Other_Sales,Misc,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,DS,Benesse,10670,0,2007
Other_Sales,Misc,Konami Classics Series: Arcade Hits,DS,Konami Digital Entertainment,14344,0,2007
Other_Sales,Misc,Konami Classics Vol. 1,X360,Konami Digital Entertainment,11323,0.01,2009
Other_Sales,Misc,Konami Classics Vol. 2,X360,Konami Digital Entertainment,16103,0,2009
Other_Sales,Misc,KORG DS-10 Synthesizer,DS,AQ Interactive,7206,0.02,2008
Other_Sales,Misc,KORG DS-10 Synthesizer Plus,DS,AQ Interactive,10569,0.01,2009
Other_Sales,Misc,Kuukan * Zukei: Hirameki Training - KuuTore,DS,Benesse,12358,0,2008
Other_Sales,Misc,Learn Chess,DS,DreamCatcher Interactive,10466,0.01,2009
Other_Sales,Misc,Learn Geography,DS,DreamCatcher Interactive,11720,0.01,2009
Other_Sales,Misc,Left Brain Right Brain 2,DS,Majesco Entertainment,9628,0.01,2008
Other_Sales,Misc,Left Brain Right Brain: Use Both Hands Train Both Sides,DS,505 Games,8655,0.01,2007
Other_Sales,Misc,LEGO Rock Band,DS,Warner Bros. Interactive Entertainment,4278,0.04,2009
Other_Sales,Misc,LEGO Rock Band,PS3,Warner Bros. Interactive Entertainment,4577,0.06,2009
Other_Sales,Misc,LEGO Rock Band,Wii,Warner Bros. Interactive Entertainment,2879,0.07,2009
Other_Sales,Misc,LEGO Rock Band,X360,Warner Bros. Interactive Entertainment,3556,0.05,2009
Other_Sales,Misc,Lernerfolg Vorschule: Capt'n Sharky,DS,Tivola,12847,0.01,2009
Other_Sales,Misc,Let's Draw!,DS,Ubisoft,3727,0.06,2008
Other_Sales,Misc,Let's Pilates!,DS,Konami Digital Entertainment,15808,0,2007
Other_Sales,Misc,Let's TAP,Wii,Sega,8061,0.02,2008
Other_Sales,Misc,Let's Yoga!,DS,Konami Digital Entertainment,15754,0,2007
Other_Sales,Misc,Lips,X360,Microsoft Game Studios,2632,0.1,2008
Other_Sales,Misc,Lips: Deutsche Partyknaller,X360,Microsoft Game Studios,13086,0.01,2009
Other_Sales,Misc,Lips: Number One Hits,X360,Microsoft Game Studios,3600,0.07,2009
Other_Sales,Misc,Looney Tunes: Cartoon Conductor,DS,Eidos Interactive,13431,0,2008
Other_Sales,Misc,M&M's Beach Party,Wii,Zoo Digital Publishing,13519,0,2009
Other_Sales,Misc,Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,Square Enix,15244,0,2008
Other_Sales,Misc,Major Minor's Majestic March,Wii,Majesco Entertainment,12897,0,2009
Other_Sales,Misc,MAPLUS: Portable Navi 3,PSP,Edia,14918,0,2009
Other_Sales,Misc,Mario Party 8,Wii,Nintendo,81,0.73,2007
Other_Sales,Misc,Mario Party DS,DS,Nintendo,75,0.7,2007
Other_Sales,Misc,Marvel Trading Card Game,DS,Konami Digital Entertainment,9893,0.01,2007
Other_Sales,Misc,Math Blaster in the Prime Adventure,DS,Majesco Entertainment,10537,0.01,2009
Other_Sales,Misc,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,Namco Bandai Games,3132,0,2008
Other_Sales,Misc,Meitantei Conan: Tantei Ryoku Trainer,DS,Namco Bandai Games,12774,0,2007
Other_Sales,Misc,Midnight Play! Pack,DS,Ubisoft,11207,0.01,2008
Other_Sales,Misc,Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,PlayV,14932,0,2009
Other_Sales,Misc,Minna de Dokusho: Keatai Shousetsu Desu,PSP,Dorart,15362,0,2008
Other_Sales,Misc,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",DS,GungHo,14001,0,2008
Other_Sales,Misc,Minna ga Shuyaku no NHK Kouhaku Quiz Kassen,Wii,Nintendo,13525,0,2009
Other_Sales,Misc,Minna no Chizu 2,PSP,Zenrin,15122,0,2007
Other_Sales,Misc,Minna no Joushiki Ryoku TV,Wii,Nintendo,11700,0,2008
Other_Sales,Misc,Moe Star: Moeru Toudai Eigojuku,DS,Mirai Shounen,15668,0,2008
Other_Sales,Misc,Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,DS,Nintendo,6265,0,2007
Other_Sales,Misc,Momotarou Dentetsu 16,Wii,Hudson Soft,10485,0,2007
Other_Sales,Misc,Momotarou Dentetsu 20-Shuunen,DS,Hudson Soft,5596,0,2008
Other_Sales,Misc,Momotarou Dentetsu DS: Tokyo & Japan,DS,Hudson Soft,5407,0,2007
Other_Sales,Misc,Monkey Mischief! Party Time,Wii,Activision,10551,0.01,2008
Other_Sales,Misc,Monopoly,PS2,Electronic Arts,4548,0.05,2008
Other_Sales,Misc,Monopoly,PS3,Electronic Arts,5255,0.04,2008
Other_Sales,Misc,Monopoly,Wii,Electronic Arts,898,0.2,2008
Other_Sales,Misc,Monopoly,X360,Electronic Arts,3377,0.06,2008
Other_Sales,Misc,Monotaro Dentetsu 2010: Sengoku Ishin no Hero Daishuugou! no Maki,Wii,Hudson Soft,4720,0,2009
Other_Sales,Misc,Monster Band,DS,Tivola,13186,0,2008
Other_Sales,Misc,Montessori Music,DS,Oxygen Interactive,14356,0,2008
Other_Sales,Misc,Motto Hayaku! Seikaku Ni! Suu Sense Keisan Ryuoku Up Training - SuuTore,DS,Benesse,15283,0,2008
Other_Sales,Misc,Motto TOEIC Test DS Training,DS,IE Institute,13769,0,2008
Other_Sales,Misc,Music Maker: Rockstar,PS2,Magix,13997,0,2009
Other_Sales,Misc,My Chinese Coach,DS,Ubisoft,9791,0.01,2008
Other_Sales,Misc,My DoItAll,DS,Tomy Corporation,14851,0,2009
Other_Sales,Misc,My Dress-Up,DS,Oxygen Interactive,12034,0.01,2008
Other_Sales,Misc,My English Coach: Para Hispanoparlantes,DS,Ubisoft,11405,0.01,2009
Other_Sales,Misc,My Fashion Studio,DS,Ubisoft,4351,0.03,2007
Other_Sales,Misc,My French Coach,DS,Ubisoft,8204,0.01,2007
Other_Sales,Misc,My Friends,DS,Oxygen Interactive,11533,0.01,2009
Other_Sales,Misc,My Fun Facts Coach,DS,Ubisoft,11728,0.01,2008
Other_Sales,Misc,My Japanese Coach,DS,Ubisoft,6240,0.02,2008
Other_Sales,Misc,My Make-Up,DS,Oxygen Interactive,11198,0.01,2008
Other_Sales,Misc,My SAT Coach with The Princeton Review,DS,Ubisoft,10064,0.01,2008
Other_Sales,Misc,My Secret World by Imagine,DS,Ubisoft,7665,0,2008
Other_Sales,Misc,My Spanish Coach,DS,Ubisoft,4447,0.03,2007
Other_Sales,Misc,My Spanish Coach,PSP,Ubisoft,9400,0.01,2008
Other_Sales,Misc,My Stop Smoking Coach: Allen Carr's EasyWay,DS,Ubisoft,11159,0.01,2008
Other_Sales,Misc,My Virtual Tutor: Reading Adventure First to Second Grade,DS,Mentor Interactive,4778,0.03,2009
Other_Sales,Misc,My Virtual Tutor: Reading Adventure Kindergarten to First,DS,Mentor Interactive,6423,0.02,2009
Other_Sales,Misc,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,Mentor Interactive,5808,0.02,2009
Other_Sales,Misc,My Word Coach,DS,Ubisoft,1333,0.18,2007
Other_Sales,Misc,My Word Coach,Wii,Ubisoft,3878,0.04,2007
Other_Sales,Misc,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,Creative Core,16339,0,2008
Other_Sales,Misc,Namco Museum DS,DS,Atari,1441,0.09,2007
Other_Sales,Misc,Namco Museum Remix,Wii,Atari,2779,0.05,2007
Other_Sales,Misc,Namco Museum: Virtual Arcade,X360,Atari,5722,0.02,2008
Other_Sales,Misc,Naruto Ultimate Collection,PS2,Namco Bandai Games,10082,0.01,2008
Other_Sales,Misc,Naxat Soft Reachmania Vol. 1: CR Galaxy Angel,PS2,Naxat Soft,16264,0,2008
Other_Sales,Misc,Neighborhood Games,Wii,THQ,7569,0.01,2009
Other_Sales,Misc,"Ni Hao, Kai-lan: New Year's Celebration",DS,Take-Two Interactive,7594,0.01,2009
Other_Sales,Misc,"Ni Hao, Kai-lan: Super Game Day",PS2,Take-Two Interactive,11661,0.01,2009
Other_Sales,Misc,"Ni Hao, Kai-lan: Super Game Day",Wii,Take-Two Interactive,7755,0.01,2009
Other_Sales,Misc,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,Nintendo,10707,0,2009
Other_Sales,Misc,Nippon no Asoko de,PSP,Sony Computer Entertainment,14549,0,2008
Other_Sales,Misc,Nodame Cantabile,DS,Namco Bandai Games,10628,0,2007
Other_Sales,Misc,Nodame Cantabile,PS2,Banpresto,16111,0,2007
Other_Sales,Misc,Nounai Aeshe: IQ Suppli DS 2 - Sukkiri King Ketteisen,DS,Spike,13119,0,2007
Other_Sales,Misc,Nova Usagi no Game de Ryuugaku!? DS,DS,Konami Digital Entertainment,16397,0,2007
Other_Sales,Misc,Onsei Kanjou Sokuteiki: Kokoro Scan,DS,Sega,14014,0,2007
Other_Sales,Misc,Order Up!,Wii,Zoo Digital Publishing,7291,0.02,2008
Other_Sales,Misc,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,Sega,15830,0,2008
Other_Sales,Misc,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,Hackberry,14334,0,2008
Other_Sales,Misc,Pachinko Kaou: Misora Hibari,PS2,Hackberry,15952,0,2007
Other_Sales,Misc,PachiPara 14: Fuu to Kumo to Super Umi in Okinawa,PS2,Irem Software Engineering,13120,0,2007
Other_Sales,Misc,Pachitte Chonmage Tatsujin 10: Pachinko Fuyu no Sonata,PS2,Hackberry,11082,0,2007
Other_Sales,Misc,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,PS2,Hackberry,14220,0,2007
Other_Sales,Misc,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,Hackberry,11279,0,2007
Other_Sales,Misc,Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,Hackberry,13279,0,2008
Other_Sales,Misc,Pac-Man Power Pack,PS2,Namco Bandai Games,11324,0.01,2008
Other_Sales,Misc,Party Pigs: Farmyard Games,Wii,Data Design Interactive,11738,0,2009
Other_Sales,Misc,Pass the Pigs,DS,THQ,7286,0.02,2008
Other_Sales,Misc,Patapon,PSP,Sony Computer Entertainment,2537,0.17,2007
Other_Sales,Misc,Patapon 2,PSP,Sony Computer Entertainment,10324,0.01,2008
Other_Sales,Misc,Peppa Pig: The Game,DS,Pinnacle,2360,0.06,2008
Other_Sales,Misc,Peppa Pig: The Game,Wii,Pinnacle,4997,0.03,2009
Other_Sales,Misc,Petz: Hamsterz Life 2,DS,Ubisoft,3871,0.04,2007
Other_Sales,Misc,Petz: Hamsterz Life 2,GBA,Ubisoft,16401,0,2007
Other_Sales,Misc,Petz: Horse Club,Wii,Ubisoft,7193,0.02,2008
Other_Sales,Misc,Phoenix Wright: Revived Turnabout,DS,Capcom,13465,0,2008
Other_Sales,Misc,Pinball Hall of Fame: The Williams Collection,PS3,Crave Entertainment,7261,0.02,2009
Other_Sales,Misc,Pinball Hall of Fame: The Williams Collection,PSP,System 3 Arcade Software,10164,0.01,2008
Other_Sales,Misc,Pinball Hall of Fame: The Williams Collection,Wii,System 3 Arcade Software,4106,0.04,2008
Other_Sales,Misc,Pinball Hall of Fame: The Williams Collection,X360,Crave Entertainment,9866,0.01,2009
Other_Sales,Misc,Poker for Dummies,PC,Electronic Arts,16387,0,2008
Other_Sales,Misc,PopCap Arcade Vol 2,X360,PopCap Games,14318,0,2009
Other_Sales,Misc,Pop'n Music,Wii,Konami Digital Entertainment,11436,0.01,2009
Other_Sales,Misc,Pop'n Music 14 Fever!,PS2,Konami Digital Entertainment,14489,0,2007
Other_Sales,Misc,PopStar Guitar,PS2,XS Games,13846,0,2008
Other_Sales,Misc,PopStar Guitar,Wii,Midway Games,12704,0.01,2008
Other_Sales,Misc,Postman Pat: Special Delivery Service,DS,GSP,15746,0,2009
Other_Sales,Misc,Poupee Girl DS,DS,Alvion,15951,0,2009
Other_Sales,Misc,Practise English!,DS,Nintendo,2806,0,2007
Other_Sales,Misc,Press Your Luck 2010 Edition,DS,Ubisoft,7595,0.01,2009
Other_Sales,Misc,Press Your Luck 2010 Edition,Wii,Ubisoft,5195,0.03,2009
Other_Sales,Misc,Princess Debut,DS,Cave,10427,0.01,2008
Other_Sales,Misc,Quick Yoga Training,DS,Ubisoft,9330,0.01,2008
Other_Sales,Misc,Quiz Magic Academy DS,DS,Konami Digital Entertainment,5692,0,2008
Other_Sales,Misc,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,PS2,Tecmo Koei,14186,0,2007
Other_Sales,Misc,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,Tecmo Koei,16282,0,2009
Other_Sales,Misc,Rayman Raving Rabbids,DS,Ubisoft,8932,0.01,2007
Other_Sales,Misc,Rayman Raving Rabbids,X360,Ubisoft,7379,0.02,2007
Other_Sales,Misc,Rayman Raving Rabbids 2,DS,Ubisoft,2586,0.06,2007
Other_Sales,Misc,Rayman Raving Rabbids 2,Wii,Ubisoft,938,0.2,2007
Other_Sales,Misc,Rayman Raving Rabbids: TV Party,DS,Ubisoft,4081,0.04,2008
Other_Sales,Misc,Rayman Raving Rabbids: TV Party,Wii,Ubisoft,833,0.23,2008
Other_Sales,Misc,Reader Rabbit Kindergarten,DS,Nordic Games,6342,0.02,2008
Other_Sales,Misc,Reading Training,DS,Benesse,11040,0,2007
Other_Sales,Misc,Red Bull BC One,DS,Playlogic Game Factory,10763,0.01,2008
Other_Sales,Misc,Reversal Challenge,DS,Tommo,15550,0,2009
Other_Sales,Misc,Rhythm Heaven,DS,Nintendo,433,0.14,2008
Other_Sales,Misc,Roary the Racing Car,DS,Avanquest,11073,0.01,2009
Other_Sales,Misc,Rock Band 2,PS2,MTV Games,3402,0.08,2008
Other_Sales,Misc,Rock Band 2,PS3,MTV Games,1266,0.16,2008
Other_Sales,Misc,Rock Band 2,Wii,MTV Games,2025,0.08,2008
Other_Sales,Misc,Rock Band 2,X360,Electronic Arts,735,0.18,2008
Other_Sales,Misc,Rock Band Country Track Pack,PS2,MTV Games,5656,0.04,2009
Other_Sales,Misc,Rock Band Country Track Pack,PS3,MTV Games,7795,0.01,2009
Other_Sales,Misc,Rock Band Country Track Pack,Wii,MTV Games,4353,0.03,2009
Other_Sales,Misc,Rock Band Country Track Pack,X360,MTV Games,7013,0.02,2009
Other_Sales,Misc,Rock Band Track Pack Volume 1,PS2,MTV Games,9535,0.02,2008
Other_Sales,Misc,Rock Band Track Pack Volume 1,Wii,MTV Games,6833,0.02,2008
Other_Sales,Misc,Rock Band Track Pack Volume 2,PS2,MTV Games,9759,0.02,2008
Other_Sales,Misc,Rock Band Track Pack Volume 2,PS3,MTV Games,9579,0.01,2008
Other_Sales,Misc,Rock Band Track Pack Volume 2,Wii,MTV Games,6875,0.02,2008
Other_Sales,Misc,Rock Band Track Pack Volume 2,X360,MTV Games,8016,0.01,2008
Other_Sales,Misc,Rock Band Track Pack: Classic Rock,PS2,MTV Games,7602,0.03,2009
Other_Sales,Misc,Rock Band Track Pack: Classic Rock,PS3,MTV Games,10367,0.01,2009
Other_Sales,Misc,Rock Band Track Pack: Classic Rock,Wii,MTV Games,7002,0.02,2009
Other_Sales,Misc,Rock Band Track Pack: Classic Rock,X360,MTV Games,11955,0.01,2009
Other_Sales,Misc,Rock Band Unplugged,PSP,MTV Games,4110,0.1,2009
Other_Sales,Misc,Rock Band: Metal Track Pack,PS2,MTV Games,10296,0.01,2009
Other_Sales,Misc,Rock Band: Metal Track Pack,PS3,MTV Games,9928,0.01,2009
Other_Sales,Misc,Rock Band: Metal Track Pack,Wii,MTV Games,10227,0.01,2009
Other_Sales,Misc,Rock Band: Metal Track Pack,X360,MTV Games,8888,0.01,2009
Other_Sales,Misc,Rock Revolution,DS,Konami Digital Entertainment,10368,0.01,2008
Other_Sales,Misc,Rock Revolution,X360,Konami Digital Entertainment,6362,0.02,2008
Other_Sales,Misc,Rockin' Pretty,DS,Arc System Works,12891,0,2009
Other_Sales,Misc,Rolling Stone: Drum King,Wii,505 Games,10602,0.01,2009
Other_Sales,Misc,Samba De Amigo,Wii,Sega,2316,0.1,2008
Other_Sales,Misc,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,Gakken,15779,0,2007
Other_Sales,Misc,Scene It? Box Office Smash,X360,Microsoft Game Studios,3094,0.07,2008
Other_Sales,Misc,Scene It? Bright Lights! Big Screen!,PS3,Warner Bros. Interactive Entertainment,9411,0.01,2009
Other_Sales,Misc,Scene It? Bright Lights! Big Screen!,Wii,Warner Bros. Interactive Entertainment,9151,0.01,2009
Other_Sales,Misc,Scene It? Bright Lights! Big Screen!,X360,Warner Bros. Interactive Entertainment,9292,0.01,2009
Other_Sales,Misc,Scene It? Lights Camera Action,X360,Microsoft Game Studios,4084,0.04,2007
Other_Sales,Misc,Scene It? Twilight,Wii,Konami Digital Entertainment,6433,0.02,2009
Other_Sales,Misc,Science Papa,DS,Activision,10344,0.01,2009
Other_Sales,Misc,Science Papa,Wii,Activision,9229,0.01,2009
Other_Sales,Misc,Scrabble,DS,Ubisoft,6639,0.03,2009
Other_Sales,Misc,Scrabble,PSP,Electronic Arts,11076,0.01,2009
Other_Sales,Misc,Sekai no Gohan Shaberu! DS Oryouri Navi,DS,Nintendo,13493,0,2008
Other_Sales,Misc,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,Irem Software Engineering,15908,0,2008
Other_Sales,Misc,Shaberu! DS Oryouri Navi: Marugoto Teikoku Hotel: Saikouhou no Ryouri-chou ga Oshieru Katei Ryouri,DS,Tecmo Koei,15309,0,2007
Other_Sales,Misc,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,N/A,1664,0.02,2007
Other_Sales,Misc,Shrek's Carnival Craze Party Games,DS,Activision,6918,0.02,2008
Other_Sales,Misc,Shrek's Carnival Craze Party Games,PS2,Activision,12044,0.01,2008
Other_Sales,Misc,Shrek's Carnival Craze Party Games,Wii,Activision,5769,0.02,2008
Other_Sales,Misc,Simple DS Series Vol. 14: The Jidousha Kyoushuujo DS,DS,D3Publisher,16027,0,2007
Other_Sales,Misc,SingStar,PS3,Sony Computer Entertainment,1748,0.13,2007
Other_Sales,Misc,SingStar '90s,PS2,Sony Computer Entertainment,2410,0.18,2007
Other_Sales,Misc,SingStar Abba,PS2,Sony Computer Entertainment,1428,1.09,2008
Other_Sales,Misc,SingStar Abba,PS3,Sony Computer Entertainment,2181,0.17,2008
Other_Sales,Misc,SingStar Amped,PS2,Sony Computer Entertainment,4253,0.06,2007
Other_Sales,Misc,SingStar Chartbreaker,PS3,Sony Computer Entertainment,14348,0.01,2009
Other_Sales,Misc,SingStar Country,PS2,Sony Computer Entertainment,6110,0.04,2008
Other_Sales,Misc,SingStar Latino,PS2,Sony Computer Entertainment,9381,0.02,2007
Other_Sales,Misc,SingStar Latino,PS3,Sony Computer Entertainment,10033,0.01,2009
Other_Sales,Misc,SingStar Mallorca Party,PS3,Sony Computer Entertainment,12586,0.02,2009
Other_Sales,Misc,SingStar Motown,PS2,Sony Computer Entertainment,4482,0.38,2009
Other_Sales,Misc,SingStar Motown,PS3,Sony Computer Entertainment,8124,0.02,2009
Other_Sales,Misc,SingStar Pop,PS2,Sony Computer Entertainment,1335,0.32,2007
Other_Sales,Misc,SingStar Pop Edition,PS3,Sony Computer Entertainment,6993,0.05,2009
Other_Sales,Misc,SingStar Pop Hits,PS2,Sony Computer Entertainment,3119,0.15,2007
Other_Sales,Misc,SingStar Pop Vol.2,PS2,Sony Computer Entertainment,7840,0.02,2008
Other_Sales,Misc,SingStar Queen,PS2,Sony Computer Entertainment,3188,0.44,2009
Other_Sales,Misc,SingStar Queen,PS3,Sony Computer Entertainment,4359,0.08,2009
Other_Sales,Misc,SingStar R&B,PS2,Sony Computer Entertainment,3123,0.6,2007
